Act,Placement,Agent,Rank,KD,K,D,A,First_Blood_Rate,Pick_Rate,Win_Rate,Avg._Score,Matches
Ep5-Act2,Iron 1,Sage,1,0.73,9.7,13.3,5.0,0.1,0.137,0.52,151,52377
Ep5-Act2,Iron 1,Reyna,2,1.01,13.9,13.8,3.8,0.1,0.108,0.53,212,41514
Ep5-Act2,Iron 1,Raze,3,0.85,11.8,13.9,4.1,0.1,0.081,0.48,187,31161
Ep5-Act2,Iron 1,Jett,4,0.96,12.3,12.8,3.1,0.2,0.072,0.53,200,27438
Ep5-Act2,Iron 1,Yoru,5,0.8,11.1,13.8,3.4,0.1,0.061,0.48,171,23460
Ep5-Act2,Iron 1,Fade,6,0.71,10.0,14.1,5.4,0.1,0.06,0.5,157,23205
Ep5-Act2,Iron 1,Omen,7,0.83,11.4,13.8,3.7,0.1,0.057,0.51,174,21828
Ep5-Act2,Iron 1,Phoenix,8,0.93,12.1,13.1,3.4,0.1,0.053,0.45,195,20196
Ep5-Act2,Iron 1,Viper,9,0.78,10.8,13.8,4.1,0.1,0.049,0.53,165,18666
Ep5-Act2,Iron 1,Chamber,10,0.96,12.3,12.7,3.2,0.1,0.048,0.53,191,18564
Ep5-Act2,Iron 1,Neon,11,0.84,11.5,13.7,3.3,0.2,0.047,0.53,181,18105
Ep5-Act2,Iron 1,Sova,12,0.83,10.8,13.0,4.3,0.1,0.046,0.5,169,17595
Ep5-Act2,Iron 1,Killjoy,13,0.79,9.9,12.6,3.5,0.1,0.04,0.51,162,15402
Ep5-Act2,Iron 1,Brimstone,14,0.79,10.0,12.7,4.1,0.1,0.035,0.49,165,13617
Ep5-Act2,Iron 1,Skye,15,0.74,10.0,13.5,5.4,0.1,0.033,0.51,161,12801
Ep5-Act2,Iron 1,KAY/O,16,0.77,10.8,13.9,5.8,0.1,0.031,0.51,166,11781
Ep5-Act2,Iron 1,Cypher,17,0.79,10.1,12.8,4.2,0.1,0.019,0.6,151,7191
Ep5-Act2,Iron 1,Breach,18,0.79,9.8,12.4,3.8,0.1,0.015,0.42,160,5763
Ep5-Act2,Iron 1,Astra,19,0.96,9.9,10.3,2.7,0.1,0.008,0.51,175,3009
Ep5-Act2,Iron 2,Sage,1,0.75,10.5,14.0,5.6,0.1,0.146,0.51,159,242301
Ep5-Act2,Iron 2,Reyna,2,0.99,14.2,14.3,4.0,0.2,0.111,0.51,212,183906
Ep5-Act2,Iron 2,Raze,3,0.89,12.7,14.4,4.6,0.1,0.075,0.5,199,124389
Ep5-Act2,Iron 2,Fade,4,0.76,10.9,14.4,5.6,0.1,0.061,0.5,165,101388
Ep5-Act2,Iron 2,Jett,5,0.92,13.3,14.5,3.6,0.2,0.061,0.49,201,100776
Ep5-Act2,Iron 2,Omen,6,0.85,12.1,14.3,4.0,0.1,0.059,0.51,180,97359
Ep5-Act2,Iron 2,Yoru,7,0.83,12.1,14.5,3.6,0.1,0.058,0.48,179,96084
Ep5-Act2,Iron 2,Chamber,8,0.94,12.8,13.6,3.4,0.1,0.054,0.52,190,89709
Ep5-Act2,Iron 2,Viper,9,0.79,11.1,14.1,4.6,0.1,0.051,0.49,169,84405
Ep5-Act2,Iron 2,Phoenix,10,0.93,13.0,14.0,3.8,0.2,0.045,0.51,198,74256
Ep5-Act2,Iron 2,Sova,11,0.78,10.8,14.0,4.5,0.1,0.044,0.5,167,73746
Ep5-Act2,Iron 2,Neon,12,0.83,12.1,14.6,3.7,0.2,0.044,0.51,187,72777
Ep5-Act2,Iron 2,Killjoy,13,0.81,11.1,13.6,4.0,0.1,0.04,0.52,170,65535
Ep5-Act2,Iron 2,Skye,14,0.79,11.3,14.3,5.6,0.1,0.038,0.5,170,62526
Ep5-Act2,Iron 2,Brimstone,15,0.83,11.6,14.1,4.9,0.1,0.036,0.48,178,60231
Ep5-Act2,Iron 2,KAY/O,16,0.75,10.8,14.5,6.3,0.1,0.036,0.51,168,59313
Ep5-Act2,Iron 2,Cypher,17,0.84,11.7,13.9,4.2,0.1,0.021,0.49,172,35496
Ep5-Act2,Iron 2,Breach,18,0.8,11.5,14.5,4.4,0.1,0.014,0.5,173,22644
Ep5-Act2,Iron 2,Astra,19,0.84,11.1,13.1,3.9,0.1,0.007,0.5,172,10812
Ep5-Act2,Iron 3,Sage,1,0.79,11.2,14.3,5.9,0.1,0.146,0.51,167,728382
Ep5-Act2,Iron 3,Reyna,2,1.01,14.8,14.7,4.1,0.2,0.111,0.5,219,555288
Ep5-Act2,Iron 3,Raze,3,0.91,13.4,14.8,4.7,0.1,0.071,0.5,206,352767
Ep5-Act2,Iron 3,Omen,4,0.85,12.6,14.8,4.3,0.1,0.064,0.48,184,321453
Ep5-Act2,Iron 3,Jett,5,0.92,13.7,14.9,3.8,0.2,0.061,0.49,204,303042
Ep5-Act2,Iron 3,Fade,6,0.78,11.4,14.7,5.9,0.1,0.059,0.51,171,293250
Ep5-Act2,Iron 3,Chamber,7,0.96,13.5,14.1,3.5,0.1,0.058,0.51,196,289119
Ep5-Act2,Iron 3,Yoru,8,0.85,12.6,14.8,3.6,0.1,0.051,0.46,185,255204
Ep5-Act2,Iron 3,Viper,9,0.82,11.7,14.2,4.8,0.1,0.051,0.5,175,255051
Ep5-Act2,Iron 3,Sova,10,0.82,11.7,14.3,4.7,0.1,0.047,0.5,176,233427
Ep5-Act2,Iron 3,Phoenix,11,0.92,13.5,14.6,3.9,0.2,0.043,0.49,201,215424
Ep5-Act2,Iron 3,Neon,12,0.85,12.9,15.2,3.9,0.2,0.042,0.48,194,211905
Ep5-Act2,Iron 3,Killjoy,13,0.84,11.6,13.8,4.0,0.1,0.04,0.51,176,199155
Ep5-Act2,Iron 3,Skye,14,0.79,11.5,14.6,6.0,0.1,0.039,0.49,172,196044
Ep5-Act2,Iron 3,Brimstone,15,0.85,12.2,14.3,5.2,0.1,0.039,0.51,183,195381
Ep5-Act2,Iron 3,KAY/O,16,0.78,11.5,14.8,6.5,0.1,0.038,0.49,175,187170
Ep5-Act2,Iron 3,Cypher,17,0.85,12.0,14.2,4.3,0.1,0.02,0.48,175,100572
Ep5-Act2,Iron 3,Breach,18,0.82,12.2,14.8,4.9,0.1,0.014,0.5,181,69207
Ep5-Act2,Iron 3,Astra,19,0.89,12.3,13.8,4.1,0.1,0.006,0.48,183,28458
Ep5-Act2,Bronze 1,Sage,1,0.82,11.8,14.3,6.1,0.1,0.142,0.5,173,988839
Ep5-Act2,Bronze 1,Reyna,2,1.06,15.7,14.8,4.2,0.2,0.109,0.51,229,759033
Ep5-Act2,Bronze 1,Raze,3,0.95,14.1,14.9,4.8,0.1,0.069,0.51,215,479145
Ep5-Act2,Bronze 1,Chamber,4,0.98,14.0,14.2,3.5,0.1,0.067,0.5,201,469302
Ep5-Act2,Bronze 1,Omen,5,0.88,13.0,14.8,4.4,0.1,0.067,0.48,189,464457
Ep5-Act2,Bronze 1,Fade,6,0.83,12.1,14.6,5.9,0.1,0.06,0.49,179,417180
Ep5-Act2,Bronze 1,Jett,7,0.99,14.7,15.0,3.8,0.2,0.057,0.5,218,397443
Ep5-Act2,Bronze 1,Viper,8,0.87,12.4,14.3,5.0,0.1,0.054,0.5,184,377655
Ep5-Act2,Bronze 1,Sova,9,0.84,12.3,14.5,4.9,0.1,0.045,0.49,182,316149
Ep5-Act2,Bronze 1,Brimstone,10,0.88,12.8,14.4,5.6,0.1,0.044,0.5,189,306051
Ep5-Act2,Bronze 1,Killjoy,11,0.87,12.1,13.9,4.1,0.1,0.043,0.52,183,303144
Ep5-Act2,Bronze 1,Yoru,12,0.89,13.3,14.9,3.7,0.1,0.043,0.47,194,296565
Ep5-Act2,Bronze 1,Skye,13,0.82,12.0,14.6,6.1,0.1,0.041,0.49,178,288201
Ep5-Act2,Bronze 1,Phoenix,14,0.99,14.5,14.7,4.0,0.2,0.039,0.49,214,274380
Ep5-Act2,Bronze 1,KAY/O,15,0.8,12.0,14.9,6.7,0.1,0.039,0.48,181,270147
Ep5-Act2,Bronze 1,Neon,16,0.89,13.7,15.3,4.0,0.2,0.038,0.49,204,263415
Ep5-Act2,Bronze 1,Cypher,17,0.86,12.4,14.4,4.5,0.1,0.02,0.48,179,137649
Ep5-Act2,Bronze 1,Breach,18,0.85,12.7,14.9,5.0,0.1,0.016,0.5,188,112710
Ep5-Act2,Bronze 1,Astra,19,0.89,12.7,14.3,4.3,0.1,0.007,0.45,186,51969
Ep5-Act2,Bronze 2,Sage,1,0.86,12.3,14.4,6.3,0.1,0.135,0.51,180,1367208
Ep5-Act2,Bronze 2,Reyna,2,1.1,16.4,14.9,4.2,0.2,0.114,0.51,238,1161882
Ep5-Act2,Bronze 2,Chamber,3,1.02,14.6,14.3,3.5,0.2,0.074,0.5,208,749751
Ep5-Act2,Bronze 2,Omen,4,0.92,13.6,14.8,4.5,0.1,0.066,0.48,196,674016
Ep5-Act2,Bronze 2,Raze,5,0.97,14.6,15.1,4.8,0.1,0.066,0.5,221,673404
Ep5-Act2,Bronze 2,Jett,6,1.03,15.5,15.2,3.9,0.2,0.062,0.5,226,631839
Ep5-Act2,Bronze 2,Fade,7,0.87,12.8,14.7,6.1,0.1,0.056,0.49,187,573750
Ep5-Act2,Bronze 2,Viper,8,0.9,12.9,14.4,5.1,0.1,0.053,0.5,189,538356
Ep5-Act2,Bronze 2,Brimstone,9,0.91,13.2,14.6,5.8,0.1,0.047,0.5,195,475269
Ep5-Act2,Bronze 2,Sova,10,0.89,12.9,14.5,5.0,0.1,0.046,0.5,190,463896
Ep5-Act2,Bronze 2,Phoenix,11,1.02,15.0,14.6,4.0,0.2,0.042,0.5,220,423453
Ep5-Act2,Bronze 2,Skye,12,0.87,12.8,14.7,6.2,0.1,0.041,0.49,187,419781
Ep5-Act2,Bronze 2,Killjoy,13,0.92,12.8,14.0,4.2,0.1,0.041,0.51,191,417996
Ep5-Act2,Bronze 2,KAY/O,14,0.84,12.6,15.0,6.8,0.1,0.039,0.48,188,396474
Ep5-Act2,Bronze 2,Yoru,15,0.92,13.8,15.1,3.8,0.1,0.037,0.48,200,375615
Ep5-Act2,Bronze 2,Neon,16,0.93,14.5,15.5,4.1,0.2,0.036,0.49,213,364497
Ep5-Act2,Bronze 2,Cypher,17,0.92,13.1,14.3,4.5,0.1,0.019,0.48,187,195942
Ep5-Act2,Bronze 2,Breach,18,0.9,13.4,14.9,5.0,0.1,0.018,0.51,196,180948
Ep5-Act2,Bronze 2,Astra,19,0.95,13.6,14.3,4.5,0.1,0.008,0.47,193,79458
Ep5-Act2,Bronze 3,Sage,1,0.89,12.8,14.3,6.3,0.1,0.129,0.51,185,1621341
Ep5-Act2,Bronze 3,Reyna,2,1.14,17.0,15.0,4.2,0.2,0.117,0.51,245,1464924
Ep5-Act2,Bronze 3,Chamber,3,1.06,15.2,14.3,3.5,0.2,0.082,0.52,215,1024131
Ep5-Act2,Bronze 3,Omen,4,0.95,14.1,14.9,4.7,0.1,0.067,0.5,202,845937
Ep5-Act2,Bronze 3,Raze,5,1.0,15.1,15.1,4.9,0.1,0.066,0.51,227,823395
Ep5-Act2,Bronze 3,Jett,6,1.07,16.3,15.2,3.9,0.2,0.065,0.5,235,812838
Ep5-Act2,Bronze 3,Viper,7,0.93,13.4,14.4,5.2,0.1,0.055,0.5,195,693957
Ep5-Act2,Bronze 3,Fade,8,0.9,13.3,14.7,6.2,0.1,0.055,0.51,193,684420
Ep5-Act2,Bronze 3,Brimstone,9,0.94,13.6,14.5,5.9,0.1,0.05,0.5,199,627402
Ep5-Act2,Bronze 3,Sova,10,0.92,13.3,14.5,5.1,0.1,0.045,0.5,195,560949
Ep5-Act2,Bronze 3,Skye,11,0.9,13.2,14.7,6.2,0.1,0.042,0.5,193,521730
Ep5-Act2,Bronze 3,Killjoy,12,0.95,13.2,14.0,4.2,0.1,0.041,0.52,195,510918
Ep5-Act2,Bronze 3,KAY/O,13,0.87,13.1,15.0,6.9,0.1,0.039,0.48,194,491742
Ep5-Act2,Bronze 3,Phoenix,14,1.06,15.6,14.7,4.0,0.2,0.038,0.51,227,472515
Ep5-Act2,Bronze 3,Neon,15,0.98,15.2,15.6,4.1,0.2,0.034,0.49,222,431052
Ep5-Act2,Bronze 3,Yoru,16,0.95,14.4,15.2,3.8,0.1,0.031,0.48,206,393975
Ep5-Act2,Bronze 3,Breach,17,0.92,14.0,15.1,5.1,0.1,0.019,0.49,201,236283
Ep5-Act2,Bronze 3,Cypher,18,0.93,13.4,14.4,4.6,0.1,0.018,0.49,190,224298
Ep5-Act2,Bronze 3,Astra,19,0.97,13.9,14.3,4.7,0.1,0.008,0.5,198,106539
Ep5-Act2,Silver 1,Sage,1,0.89,12.8,14.5,6.4,0.1,0.125,0.51,185,2124099
Ep5-Act2,Silver 1,Reyna,2,1.14,17.2,15.1,4.2,0.2,0.116,0.51,247,1972680
Ep5-Act2,Silver 1,Chamber,3,1.06,15.4,14.4,3.4,0.2,0.087,0.51,216,1481601
Ep5-Act2,Silver 1,Jett,4,1.07,16.4,15.4,3.9,0.2,0.068,0.5,236,1154691
Ep5-Act2,Silver 1,Omen,5,0.94,14.2,15.0,4.8,0.1,0.066,0.49,201,1124142
Ep5-Act2,Silver 1,Raze,6,1.01,15.4,15.3,4.8,0.1,0.064,0.5,230,1085433
Ep5-Act2,Silver 1,Viper,7,0.94,13.5,14.4,5.2,0.1,0.056,0.5,195,944724
Ep5-Act2,Silver 1,Fade,8,0.9,13.3,14.8,6.2,0.1,0.053,0.51,192,905760
Ep5-Act2,Silver 1,Brimstone,9,0.94,13.8,14.7,6.2,0.1,0.053,0.51,200,902751
Ep5-Act2,Silver 1,Sova,10,0.94,13.6,14.5,5.1,0.1,0.045,0.5,197,759084
Ep5-Act2,Silver 1,Skye,11,0.91,13.5,14.8,6.3,0.1,0.042,0.5,194,707574
Ep5-Act2,Silver 1,Killjoy,12,0.94,13.2,14.0,4.1,0.1,0.041,0.52,194,688194
Ep5-Act2,Silver 1,KAY/O,13,0.87,13.2,15.2,7.0,0.1,0.039,0.48,194,653463
Ep5-Act2,Silver 1,Phoenix,14,1.07,15.9,14.9,4.0,0.2,0.038,0.51,231,639999
Ep5-Act2,Silver 1,Neon,15,0.98,15.4,15.7,4.1,0.2,0.032,0.49,223,542538
Ep5-Act2,Silver 1,Yoru,16,0.95,14.5,15.2,3.7,0.1,0.028,0.47,208,473280
Ep5-Act2,Silver 1,Breach,17,0.91,13.8,15.1,5.2,0.1,0.02,0.5,198,346647
Ep5-Act2,Silver 1,Cypher,18,0.94,13.5,14.4,4.5,0.1,0.017,0.48,192,290496
Ep5-Act2,Silver 1,Astra,19,1.0,14.4,14.3,4.6,0.1,0.009,0.5,202,158202
Ep5-Act2,Silver 2,Sage,1,0.91,13.2,14.5,6.5,0.1,0.12,0.51,188,2230230
Ep5-Act2,Silver 2,Reyna,2,1.16,17.6,15.2,4.1,0.2,0.118,0.52,251,2181678
Ep5-Act2,Silver 2,Chamber,3,1.09,15.8,14.5,3.3,0.2,0.095,0.51,220,1760214
Ep5-Act2,Silver 2,Jett,4,1.09,16.7,15.4,3.8,0.2,0.072,0.5,240,1338495
Ep5-Act2,Silver 2,Omen,5,0.96,14.4,15.0,4.9,0.1,0.065,0.49,204,1206405
Ep5-Act2,Silver 2,Raze,6,1.03,15.9,15.4,4.9,0.2,0.063,0.51,235,1174275
Ep5-Act2,Silver 2,Viper,7,0.96,13.8,14.4,5.3,0.1,0.057,0.5,198,1066818
Ep5-Act2,Silver 2,Brimstone,8,0.95,13.9,14.7,6.3,0.1,0.054,0.5,202,1006893
Ep5-Act2,Silver 2,Fade,9,0.92,13.7,14.8,6.2,0.1,0.052,0.51,196,968796
Ep5-Act2,Silver 2,Sova,10,0.95,13.7,14.5,5.2,0.1,0.045,0.5,199,827424
Ep5-Act2,Silver 2,Skye,11,0.91,13.6,14.8,6.2,0.1,0.041,0.5,195,758931
Ep5-Act2,Silver 2,Killjoy,12,0.96,13.5,14.1,4.1,0.1,0.04,0.52,196,738123
Ep5-Act2,Silver 2,KAY/O,13,0.89,13.6,15.2,7.1,0.1,0.039,0.47,197,716244
Ep5-Act2,Silver 2,Phoenix,14,1.1,16.4,15.0,4.0,0.2,0.036,0.5,236,673557
Ep5-Act2,Silver 2,Neon,15,0.99,15.7,15.8,4.0,0.2,0.031,0.49,227,566712
Ep5-Act2,Silver 2,Yoru,16,0.97,14.8,15.3,3.7,0.1,0.025,0.46,211,455073
Ep5-Act2,Silver 2,Breach,17,0.92,14.0,15.2,5.2,0.1,0.021,0.5,200,395709
Ep5-Act2,Silver 2,Cypher,18,0.95,13.6,14.4,4.5,0.1,0.017,0.48,193,313140
Ep5-Act2,Silver 2,Astra,19,1.02,14.6,14.3,4.8,0.1,0.01,0.51,204,185640
Ep5-Act2,Silver 3,Reyna,1,1.18,17.9,15.2,4.1,0.2,0.121,0.52,254,2461464
Ep5-Act2,Silver 3,Sage,2,0.91,13.3,14.6,6.5,0.1,0.113,0.51,190,2303568
Ep5-Act2,Silver 3,Chamber,3,1.1,16.0,14.5,3.3,0.2,0.101,0.51,222,2056932
Ep5-Act2,Silver 3,Jett,4,1.11,17.2,15.5,3.8,0.2,0.077,0.51,244,1561824
Ep5-Act2,Silver 3,Omen,5,0.97,14.5,15.0,5.0,0.1,0.064,0.49,205,1295808
Ep5-Act2,Silver 3,Raze,6,1.04,16.1,15.4,4.8,0.2,0.063,0.51,238,1287495
Ep5-Act2,Silver 3,Viper,7,0.97,14.0,14.4,5.3,0.1,0.058,0.51,200,1187994
Ep5-Act2,Silver 3,Brimstone,8,0.96,14.2,14.7,6.4,0.1,0.055,0.52,204,1127763
Ep5-Act2,Silver 3,Fade,9,0.94,13.9,14.8,6.3,0.1,0.052,0.51,198,1055547
Ep5-Act2,Silver 3,Sova,10,0.96,14.1,14.6,5.3,0.1,0.044,0.5,202,890766
Ep5-Act2,Silver 3,Skye,11,0.94,13.9,14.9,6.2,0.1,0.041,0.5,199,839460
Ep5-Act2,Silver 3,KAY/O,12,0.9,13.8,15.3,7.1,0.1,0.038,0.47,200,765357
Ep5-Act2,Silver 3,Killjoy,13,0.97,13.8,14.1,4.1,0.1,0.037,0.52,199,751332
Ep5-Act2,Silver 3,Phoenix,14,1.12,16.8,15.0,4.0,0.2,0.036,0.52,240,734655
Ep5-Act2,Silver 3,Neon,15,1.01,16.0,15.8,4.1,0.2,0.029,0.5,230,590631
Ep5-Act2,Silver 3,Breach,16,0.93,14.3,15.3,5.2,0.1,0.022,0.49,203,455838
Ep5-Act2,Silver 3,Yoru,17,0.99,15.2,15.3,3.7,0.1,0.022,0.48,215,450177
Ep5-Act2,Silver 3,Cypher,18,0.97,14.0,14.4,4.5,0.1,0.015,0.49,197,315078
Ep5-Act2,Silver 3,Astra,19,1.02,14.6,14.4,4.9,0.1,0.011,0.49,204,220983
Ep5-Act2,Gold 1,Reyna,1,1.14,17.6,15.4,4.1,0.2,0.115,0.51,248,2427345
Ep5-Act2,Gold 1,Sage,2,0.9,13.2,14.7,6.5,0.1,0.112,0.51,187,2357424
Ep5-Act2,Gold 1,Chamber,3,1.09,15.9,14.7,3.3,0.2,0.107,0.5,220,2263125
Ep5-Act2,Gold 1,Jett,4,1.08,16.8,15.6,3.8,0.2,0.08,0.5,239,1679736
Ep5-Act2,Gold 1,Omen,5,0.95,14.4,15.1,5.0,0.1,0.063,0.49,202,1334823
Ep5-Act2,Gold 1,Raze,6,1.03,16.0,15.6,4.8,0.2,0.062,0.5,236,1304172
Ep5-Act2,Gold 1,Viper,7,0.95,13.9,14.6,5.3,0.1,0.06,0.5,196,1257507
Ep5-Act2,Gold 1,Brimstone,8,0.94,14.0,14.8,6.5,0.1,0.056,0.51,201,1186872
Ep5-Act2,Gold 1,Fade,9,0.92,13.8,14.9,6.3,0.1,0.052,0.51,196,1096449
Ep5-Act2,Gold 1,Sova,10,0.95,13.8,14.6,5.3,0.1,0.045,0.5,198,944316
Ep5-Act2,Gold 1,Skye,11,0.92,13.7,15.0,6.2,0.1,0.042,0.5,195,874344
Ep5-Act2,Gold 1,KAY/O,12,0.89,13.7,15.3,7.2,0.1,0.039,0.47,198,817989
Ep5-Act2,Gold 1,Killjoy,13,0.95,13.6,14.2,4.0,0.1,0.036,0.51,195,751332
Ep5-Act2,Gold 1,Phoenix,14,1.1,16.6,15.1,4.0,0.2,0.035,0.51,237,733125
Ep5-Act2,Gold 1,Neon,15,0.99,15.8,16.0,4.0,0.2,0.027,0.49,227,572475
Ep5-Act2,Gold 1,Breach,16,0.91,14.0,15.3,5.3,0.1,0.024,0.48,198,497709
Ep5-Act2,Gold 1,Yoru,17,0.96,14.8,15.4,3.6,0.1,0.02,0.47,210,420750
Ep5-Act2,Gold 1,Cypher,18,0.96,13.9,14.5,4.4,0.1,0.015,0.48,194,314058
Ep5-Act2,Gold 1,Astra,19,1.01,14.6,14.5,5.0,0.1,0.011,0.51,202,231897
Ep5-Act2,Gold 2,Reyna,1,1.15,17.8,15.4,4.1,0.2,0.115,0.51,250,2383638
Ep5-Act2,Gold 2,Chamber,2,1.1,16.1,14.7,3.2,0.2,0.114,0.5,222,2356557
Ep5-Act2,Gold 2,Sage,3,0.91,13.4,14.7,6.5,0.1,0.105,0.51,189,2176119
Ep5-Act2,Gold 2,Jett,4,1.1,17.2,15.7,3.7,0.2,0.085,0.5,242,1755318
Ep5-Act2,Gold 2,Raze,5,1.04,16.2,15.6,4.8,0.2,0.063,0.51,238,1293411
Ep5-Act2,Gold 2,Omen,6,0.96,14.6,15.1,5.1,0.1,0.062,0.49,203,1274388
Ep5-Act2,Gold 2,Viper,7,0.97,14.1,14.5,5.3,0.1,0.06,0.51,199,1230936
Ep5-Act2,Gold 2,Brimstone,8,0.96,14.2,14.8,6.7,0.1,0.057,0.52,203,1168155
Ep5-Act2,Gold 2,Fade,9,0.93,13.9,14.9,6.4,0.1,0.052,0.51,197,1070286
Ep5-Act2,Gold 2,Sova,10,0.97,14.1,14.6,5.4,0.1,0.046,0.5,202,942582
Ep5-Act2,Gold 2,Skye,11,0.93,14.0,15.0,6.2,0.1,0.041,0.5,197,845121
Ep5-Act2,Gold 2,KAY/O,12,0.9,13.8,15.3,7.2,0.1,0.039,0.47,200,798813
Ep5-Act2,Gold 2,Phoenix,13,1.11,17.0,15.2,4.0,0.2,0.034,0.51,242,710634
Ep5-Act2,Gold 2,Killjoy,14,0.96,13.7,14.2,4.0,0.1,0.033,0.51,197,690846
Ep5-Act2,Gold 2,Neon,15,0.99,16.0,16.1,4.0,0.2,0.026,0.48,228,534990
Ep5-Act2,Gold 2,Breach,16,0.92,14.1,15.3,5.4,0.1,0.023,0.5,200,478431
Ep5-Act2,Gold 2,Yoru,17,0.99,15.2,15.4,3.6,0.1,0.018,0.48,214,375921
Ep5-Act2,Gold 2,Cypher,18,0.96,13.9,14.5,4.4,0.1,0.015,0.48,195,304062
Ep5-Act2,Gold 2,Astra,19,1.02,14.7,14.4,5.1,0.1,0.012,0.5,204,252654
Ep5-Act2,Gold 3,Chamber,1,1.11,16.3,14.7,3.2,0.2,0.119,0.51,223,2383332
Ep5-Act2,Gold 3,Reyna,2,1.16,17.9,15.4,4.0,0.2,0.116,0.51,251,2330853
Ep5-Act2,Gold 3,Sage,3,0.91,13.5,14.7,6.6,0.1,0.101,0.5,190,2026893
Ep5-Act2,Gold 3,Jett,4,1.09,17.2,15.7,3.7,0.2,0.089,0.5,242,1789335
Ep5-Act2,Gold 3,Raze,5,1.05,16.5,15.7,4.9,0.2,0.062,0.51,240,1239759
Ep5-Act2,Gold 3,Viper,6,0.98,14.2,14.6,5.4,0.1,0.061,0.5,201,1227519
Ep5-Act2,Gold 3,Omen,7,0.97,14.7,15.1,5.2,0.1,0.06,0.49,205,1203855
Ep5-Act2,Gold 3,Brimstone,8,0.96,14.2,14.8,6.7,0.1,0.057,0.52,203,1140870
Ep5-Act2,Gold 3,Fade,9,0.94,14.1,14.9,6.4,0.1,0.051,0.51,198,1032240
Ep5-Act2,Gold 3,Sova,10,0.97,14.2,14.7,5.3,0.1,0.047,0.5,202,941919
Ep5-Act2,Gold 3,Skye,11,0.94,14.2,15.0,6.1,0.1,0.041,0.5,200,824517
Ep5-Act2,Gold 3,KAY/O,12,0.91,14.1,15.4,7.4,0.1,0.038,0.48,202,772803
Ep5-Act2,Gold 3,Phoenix,13,1.12,17.1,15.3,4.0,0.2,0.035,0.51,242,706503
Ep5-Act2,Gold 3,Killjoy,14,0.97,13.8,14.2,4.0,0.1,0.031,0.5,198,630462
Ep5-Act2,Gold 3,Neon,15,1.0,16.1,16.1,4.0,0.2,0.025,0.49,229,502758
Ep5-Act2,Gold 3,Breach,16,0.94,14.4,15.3,5.4,0.1,0.024,0.5,203,481083
Ep5-Act2,Gold 3,Yoru,17,1.0,15.4,15.5,3.7,0.1,0.016,0.47,217,327114
Ep5-Act2,Gold 3,Cypher,18,0.97,14.1,14.5,4.4,0.1,0.014,0.47,196,284172
Ep5-Act2,Gold 3,Astra,19,1.03,14.9,14.5,5.1,0.1,0.012,0.5,205,246075
Ep5-Act2,Platinum 1,Chamber,1,1.09,16.2,14.8,3.2,0.2,0.126,0.5,222,2422194
Ep5-Act2,Platinum 1,Reyna,2,1.14,17.7,15.5,4.0,0.2,0.111,0.51,247,2143683
Ep5-Act2,Platinum 1,Sage,3,0.91,13.4,14.8,6.6,0.1,0.098,0.51,189,1888428
Ep5-Act2,Platinum 1,Jett,4,1.08,17.0,15.8,3.7,0.2,0.09,0.5,239,1728288
Ep5-Act2,Platinum 1,Viper,5,0.97,14.2,14.6,5.4,0.1,0.063,0.5,199,1213902
Ep5-Act2,Platinum 1,Raze,6,1.03,16.3,15.8,4.8,0.2,0.061,0.51,237,1172949
Ep5-Act2,Platinum 1,Omen,7,0.96,14.6,15.2,5.4,0.1,0.06,0.49,202,1152090
Ep5-Act2,Platinum 1,Brimstone,8,0.95,14.2,14.9,6.8,0.1,0.057,0.52,201,1104405
Ep5-Act2,Platinum 1,Fade,9,0.93,14.0,15.0,6.4,0.1,0.054,0.5,196,1034994
Ep5-Act2,Platinum 1,Sova,10,0.96,14.2,14.7,5.5,0.1,0.047,0.5,201,910095
Ep5-Act2,Platinum 1,Skye,11,0.94,14.2,15.1,6.1,0.1,0.041,0.5,199,792591
Ep5-Act2,Platinum 1,KAY/O,12,0.9,13.9,15.5,7.4,0.1,0.039,0.47,199,750669
